2,C14,-,250570,
2,C15,-,280431,
2,C16,-,266273,
2,C17,-,248811,
2,C18,-,285788,
2,C19,-,226191,
2,C20,-,184223,
2,C21,-,216682,
2,C22,-,236819,
2,C23,-,244978,
2,C24,-,378152,
2,D01,-,384201,
2,D02,-,315763,
2,D03,-,256818,
2,D04,-,191378,
2,D05,-,179916,
2,D06,-,128701,
2,D07,-,167415,
2,D08,-,54289,
2,D09,-,211579,
2,D10,-,205658,
2,D11,-,186132,
2,D12,-,163283,
2,D13,-,189798,
2,D14,-,167084,
2,D15,-,203702,
2,D16,-,52907,
2,D17,-,200422,
2,D18,-,182084,
2,D19,-,188364,
2,D20,-,161378,
2,D21,-,177896,
2,D22,-,169676,
2,D23,-,231525,
2,D24,-,343920,
2,E01,-,406997,
2,E02,-,270923,
2,E03,-,189051,
2,E04,-,177323,
2,E05,-,151617,
2,E06,-,203614,
2,E07,-,211963,
2,E08,-,221528,
2,E09,-,243912,
2,E10,-,177910,
2,E11,-,190312,
2,E12,-,208577,
2,E13,-,226158,
2,E14,-,253081,
2,E15,-,228135,
2,E16,-,200289,
2,E17,-,192856,
2,E18,-,253602,
2,E19,-,238737,
2,E20,-,217494,
2,E21,-,194649,
2,E22,-,267683,
2,E23,-,230956,
2,E24,-,417379,
2,F01,-,341559,
2,F02,-,209361,
2,F03,-,224494,
2,F04,-,147825,
2,F05,-,217515,
2,F06,-,175812,
2,F07,-,191579,
2,F08,-,175815,
2,F09,-,85148,
2,F10,-,111307,
2,F11,-,358882,
2,F12,-,184381,
2,F13,-,202800,
2,F14,-,45002,
2,F15,-,274220,
2,F16,-,178025,
2,F17,-,210208,
2,F18,-,181547,
2,F19,-,202512,
2,F20,-,178116,
2,F21,-,251034,
2,F22,-,172282,
2,F23,-,225025,
2,F24,-,309164,
2,G01,-,349856,
2,G02,-,201277,
2,G03,-,159322,
2,G04,-,137735,
2,G05,-,176582,
2,G06,-,166197,
2,G07,-,187753,
2,G08,-,168417,
2,G09,-,181513,
2,G10,-,201877,
2,G11,-,203261,
2,G12,-,175546,
2,G13,-,208833,
2,G14,-,195078,
2,G15,-,230966,
2,G16,-,177079,
2,G17,-,226539,
2,G18,-,224013,
2,G19,-,186650,
2,G20,-,173118,
2,G21,-,165042,
2,G22,-,193554,
2,G23,-,217579,
2,G24,-,352030,
2,H01,-,167396,
2,H02,-,57063,
2,H03,-,127655,
2,H04,-,202307,
2,H05,-,122849,
2,H06,-,128414,
2,H07,-,98241,
2,H08,-,156101,
2,H09,-,154084,
2,H10,-,150362,
2,H11,-,153612,
2,H12,-,162613,
2,H13,-,94739,
2,H14,-,80629,
2,H15,-,132396,
2,H16,-,117669,
2,H17,-,150595,
2,H18,-,177103,
2,H19,-,150713,
2,H20,-,140956,
2,H21,-,107746,
2,H22,-,143217,
2,H23,-,109932,
2,H24,-,244411,
2,I01,-,412783,
2,I02,-,212650,
2,I03,-,192253,
2,I04,-,301116,
2,I05,-,213591,
2,I06,-,242512,
2,I07,-,223922,
2,I08,-,262046,
2,I09,-,278656,
2,I10,-,231539,
2,I11,-,310583,
2,I12,-,179774,
2,I13,-,254909,
2,I14,-,301911,
2,I15,-,251338,
2,I16,-,376691,
2,I17,-,246217,
2,I18,-,264107,
2,I19,-,281728,
2,I20,-,270696,
2,I21,-,267997,
2,I22,-,248601,
2,I23,-,241098,
2,I24,-,374158,
2,J01,-,46671,
2,J02,-,208084,
2,J03,-,270681,
2,J04,-,276263,
2,J05,-,136894,
2,J06,-,190222,
2,J07,-,233304,
2,J08,-,85188,
2,J09,-,157071,
2,J10,-,296437,
2,J11,-,364086,
2,J12,-,274045,
2,J13,-,224701,
2,J14,-,237335,
2,J15,-,375790,
2,J16,-,210240,
2,J17,-,390851,
2,J18,-,273593,
2,J19,-,202787,
2,J20,-,315074,
2,J21,-,179918,
2,J22,-,137663,
2,J23,-,157670,
2,J24,-,161466,
2,K01,-,344802,
2,K02,-,233904,
2,K03,-,203726,
2,K04,-,228548,
2,K05,-,218757,
2,K06,-,233814,
2,K07,-,230605,
2,K08,-,269737,
2,K09,-,240073,
2,K10,-,269542,
2,K11,-,203930,
2,K12,-,229312,
2,K13,-,246270,
2,K14,-,239322,
2,K15,-,266565,
2,K16,-,253272,
2,K17,-,259442,
2,K18,-,287127,
2,K19,-,238515,
2,K20,-,233328,
2,K21,-,243046,
2,K22,-,275941,
2,K23,-,251190,
2,K24,-,467022,
2,L01,-,172432,
2,L02,-,40156,
2,L03,-,242327,
2,L04,-,211560,
2,L05,-,225775,
2,L06,-,178193,
2,L07,-,139745,
2,L08,-,123516,
2,L09,-,231554,
2,L10,-,144849,
2,L11,-,84643,
2,L12,-,162089,
2,L13,-,37301,
2,L14,-,69557,
2,L15,-,215771,
2,L16,-,79293,
2,L17,-,225449,
2,L18,-,221537,
2,L19,-,214609,
2,L20,-,176635,
2,L21,-,98472,
2,L22,-,160568,
2,L23,-,84809,
2,L24,-,382424,
2,M01,-,361992,
2,M02,-,272749,
2,M03,-,241305,
2,M04,-,194359,
2,M05,-,221054,
2,M06,-,224664,
2,M07,-,235885,
2,M08,-,231974,
2,M09,-,216508,
2,M10,-,236535,
2,M11,-,235862,
2,M12,-,187595,
2,M13,-,232881,
2,M14,-,232214,
2,M15,-,253164,
2,M16,-,277213,
2,M17,-,260938,
2,M18,-,232323,
2,M19,-,257075,
2,M20,-,234457,
2,M21,-,223295,
2,M22,-,261515,
2,M23,-,321039,
2,M24,-,624244,
2,N01,-,411532,
2,N02,-,236664,
2,N03,-,196026,
2,N04,-,215340,
2,N05,-,173997,
2,N06,-,186062,
2,N07,-,175179,
2,N08,-,167209,
2,N09,-,251404,
2,N10,-,177298,
2,N11,-,182096,
2,N12,-,158818,
2,N13,-,136864,
2,N14,-,274226,
2,N15,-,249252,
2,N16,-,179530,
2,N17,-,206707,
2,N18,-,40705,
2,N19,-,219432,
2,N20,-,231930,
2,N21,-,167296,
2,N22,-,146166,
2,N23,-,263189,
2,N24,-,541777,
2,O01,-,313327,
2,O02,-,345240,
2,O03,-,295086,
2,O04,-,306864,
2,O05,-,263496,
2,O06,-,285721,
2,O07,-,368534,
2,O08,-,295197,
2,O09,-,280301,
2,O10,-,309043,
2,O11,-,327261,
2,O12,-,273846,
2,O13,-,296342,
2,O14,-,337874,
2,O15,-,301725,
2,O16,-,311279,
2,O17,-,341351,
2,O18,-,382458,
2,O19,-,317131,
2,O20,-,323188,
2,O21,-,347289,
2,O22,-,399924,
2,O23,-,354894,
2,O24,-,610818,
2,P01,-,407223,
2,P02,-,397829,
2,P03,-,276122,
2,P04,-,371201,
2,P05,-,353365,
2,P06,-,302230,
2,P07,-,378502,
2,P08,-,327310,
2,P09,-,362752,
2,P10,-,297282,
2,P11,-,329314,
2,P12,-,318296,
2,P13,-,409397,
2,P14,-,180187,
2,P15,-,383373,
2,P16,-,271713,
2,P17,-,559159,
2,P18,-,454572,
2,P19,-,408530,
2,P20,-,331781,
2,P21,-,575599,
2,P22,-,580983,
2,P23,-,596215,
2,P24,-,446338,

,,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Sample,Signal,
3,A01,-,384528,
3,A02,-,333180,
3,A03,-,394309,
3,A04,-,418339,
3,A05,-,352225,
3,A06,-,415640,
3,A07,-,298572,
3,A08,-,300033,
3,A09,-,268245,
3,A10,-,298676,
3,A11,-,412967,
3,A12,-,310774,
3,A13,-,330875,
3,A14,-,280417,
3,A15,-,275082,
3,A16,-,260236,
3,A17,-,262850,
3,A18,-,329235,
3,A19,-,331437,
3,A20,-,265487,
3,A21,-,277073,
3,A22,-,236071,
3,A23,-,328420,
3,A24,-,350098,
3,B01,-,429681,
3,B02,-,217598,
3,B03,-,305552,
3,B04,-,272578,
3,B05,-,244463,
3,B06,-,151237,
3,B07,-,63023,
3,B08,-,282529,
3,B09,-,214948,
3,B10,-,196470,
3,B11,-,167149,
3,B12,-,173621,
3,B13,-,258565,
3,B14,-,191810,
3,B15,-,110739,
3,B16,-,182437,
3,B17,-,162361,
3,B18,-,219836,
3,B19,-,221496,
3,B20,-,161732,
3,B21,-,190483,
3,B22,-,179493,
3,B23,-,231277,
3,B24,-,271022,
3,C01,-,353927,
3,C02,-,235361,
3,C03,-,223836,
3,C04,-,206379,
3,C05,-,204589,
3,C06,-,191080,
3,C07,-,270577,
3,C08,-,251218,
3,C09,-,200816,
3,C10,-,184012,
3,C11,-,198327,
3,C12,-,224868,
3,C13,-,186797,
3,C14,-,277043,
3,C15,-,168768,
3,C16,-,180873,
3,C17,-,160643,
3,C18,-,176721,
3,C19,-,206817,
3,C20,-,168393,
3,C21,-,158208,
3,C22,-,162141,
3,C23,-,204157,
3,C24,-,308451,
3,D01,-,380771,
3,D02,-,185137,
3,D03,-,270342,
3,D04,-,240324,
3,D05,-,87430,
3,D06,-,101254,
3,D07,-,123391,
3,D08,-,57029,
3,D09,-,172735,
3,D10,-,171429,
3,D11,-,208964,
3,D12,-,183996,
3,D13,-,188657,
3,D14,-,88653,
3,D15,-,175927,
3,D16,-,46542,
3,D17,-,179452,
3,D18,-,217022,
3,D19,-,207248,
3,D20,-,95052,
3,D21,-,139143,
3,D22,-,129457,
3,D23,-,205020,
3,D24,-,213799,
3,E01,-,306250,
3,E02,-,216089,
3,E03,-,184265,
3,E04,-,251421,
3,E05,-,131477,
3,E06,-,225564,
3,E07,-,239734,
3,E08,-,316904,
3,E09,-,199179,
3,E10,-,200902,
3,E11,-,194954,
3,E12,-,266801,
3,E13,-,222280,
3,E14,-,358232,
3,E15,-,236850,
3,E16,-,284988,
3,E17,-,200983,
3,E18,-,293160,
3,E19,-,186674,
3,E20,-,251333,
3,E21,-,179181,
3,E22,-,243381,
3,E23,-,203458,
3,E24,-,374292,
3,F01,-,261150,
3,F02,-,95693,
3,F03,-,236749,
3,F04,-,192488,
3,F05,-,179229,
3,F06,-,148439,
3,F07,-,146885,
3,F08,-,166897,
3,F09,-,82264,
3,F10,-,97476,
3,F11,-,260230,
3,F12,-,175272,
3,F13,-,284231,
3,F14,-,38330,
3,F15,-,254477,
3,F16,-,119052,
3,F17,-,189554,
3,F18,-,200087,
3,F19,-,239194,
3,F20,-,173670,
3,F21,-,186971,
3,F22,-,71545,
3,F23,-,276849,
3,F24,-,430902,
3,G01,-,338867,
3,G02,-,202141,
3,G03,-,196900,
3,G04,-,195873,
3,G05,-,165395,
3,G06,-,170831,
3,G07,-,219791,
3,G08,-,173708,
3,G09,-,190824,
3,G10,-,189005,
3,G11,-,218902,
3,G12,-,158961,
3,G13,-,232927,
3,G14,-,203261,
3,G15,-,172269,
3,G16,-,117841,
3,G17,-,171075,
3,G18,-,144484,
3,G19,-,167695,
3,G20,-,126600,
3,G21,-,154999,
3,G22,-,135520,
3,G23,-,161440,
3,G24,-,269606,
3,H01,-,155216,
3,H02,-,40922,
3,H03,-,151557,
3,H04,-,206949,
3,H05,-,116528,
3,H06,-,132940,
3,H07,-,84536,
3,H08,-,195099,
3,H09,-,151082,
3,H10,-,131361,
3,H11,-,171096,
3,H12,-,171154,
3,H13,-,67453,
3,H14,-,84221,
3,H15,-,135563,
3,H16,-,70790,
3,H17,-,109614,
3,H18,-,204495,
3,H19,-,173635,
3,H20,-,143956,
3,H21,-,95414,
3,H22,-,114341,
3,H23,-,81689,
3,H24,-,208327,
3,I01,-,467060,
3,I02,-,307692,
3,I03,-,338674,
3,I04,-,289087,
3,I05,-,178115,
3,I06,-,257238,
3,I07,-,321066,
3,I08,-,208954,
3,I09,-,285653,
3,I10,-,281384,
3,I11,-,314513,
3,I12,-,190267,
3,I13,-,284495,
3,I14,-,241905,
3,I15,-,198484,
3,I16,-,324125,
3,I17,-,243854,
3,I18,-,246391,
3,I19,-,281140,
3,I20,-,220455,
3,I21,-,196251,
3,I22,-,243005,
3,I23,-,227537,
3,I24,-,355364,
3,J01,-,105175,
3,J02,-,127338,
3,J03,-,277360,
3,J04,-,252019,
3,J05,-,174449,
3,J06,-,170236,
3,J07,-,258329,
3,J08,-,104557,
3,J09,-,191163,
3,J10,-,189396,
3,J11,-,187156,
3,J12,-,215742,
3,J13,-,196531,
3,J14,-,232260,
3,J15,-,268586,
3,J16,-,187644,
3,J17,-,232964,
3,J18,-,237227,
3,J19,-,278737,
3,J20,-,223452,
3,J21,-,201392,
3,J22,-,130994,
3,J23,-,313934,
3,J24,-,120463,
3,K01,-,429748,
3,K02,-,241085,
3,K03,-,219176,
3,K04,-,258970,
3,K05,-,207888,
3,K06,-,204399,
3,K07,-,257480,
3,K08,-,236312,
3,K09,-,220570,
3,K10,-,243509,
3,K11,-,210135,
3,K12,-,204730,
3,K13,-,239509,
3,K14,-,227738,
3,K15,-,205752,
3,K16,-,181511,
3,K17,-,179341,
3,K18,-,241440,
3,K19,-,207768,
3,K20,-,171062,
3,K21,-,175845,
3,K22,-,204459,
3,K23,-,218758,
3,K24,-,437712,
3,L01,-,266585,
3,L02,-,48306,
3,L03,-,188656,
3,L04,-,154164,
3,L05,-,270996,
3,L06,-,153842,
3,L07,-,123190,
3,L08,-,177027,
3,L09,-,245844,
3,L10,-,147189,
3,L11,-,84166,
3,L12,-,123374,
3,L13,-,38118,
3,L14,-,140136,
3,L15,-,245414,
3,L16,-,64918,
3,L17,-,209629,
3,L18,-,195129,
3,L19,-,229364,
3,L20,-,207096,
3,L21,-,110028,
3,L22,-,187786,
3,L23,-,107160,
3,L24,-,332449,
3,M01,-,397089,
3,M02,-,207198,
3,M03,-,228947,
3,M04,-,262121,
3,M05,-,252918,
3,M06,-,236054,
3,M07,-,221072,
3,M08,-,186575,
3,M09,-,198780,
3,M10,-,193036,
3,M11,-,228648,
3,M12,-,219026,
3,M13,-,240565,
3,M14,-,315296,
3,M15,-,233682,
3,M16,-,174973,
3,M17,-,184043,
3,M18,-,176216,
3,M19,-,225047,
3,M20,-,172359,
3,M21,-,162387,
3,M22,-,190619,
3,M23,-,224218,
3,M24,-,347655,
3,N01,-,369774,
3,N02,-,197209,
3,N03,-,195292,
3,N04,-,203618,
3,N05,-,194982,
3,N06,-,141127,
3,N07,-,207978,
3,N08,-,263834,
3,N09,-,279077,
3,N10,-,162475,
3,N11,-,195287,
3,N12,-,178492,
3,N13,-,127271,
3,N14,-,210228,
3,N15,-,148072,
3,N16,-,236132,
3,N17,-,177455,
3,N18,-,40219,
3,N19,-,214743,
3,N20,-,198496,
3,N21,-,199919,
3,N22,-,193160,
3,N23,-,274726,
3,N24,-,402688,
3,O01,-,237271,
3,O02,-,237315,
3,O03,-,249332,
3,O04,-,307046,
3,O05,-,216822,
3,O06,-,223729,
3,O07,-,254102,
3,O08,-,243300,
3,O09,-,212699,
3,O10,-,266012,
3,O11,-,242994,
3,O12,-,249659,
3,O13,-,275162,
3,O14,-,282656,
3,O15,-,247829,
3,O16,-,211463,
3,O17,-,207078,
3,O18,-,270180,
3,O19,-,268942,
3,O20,-,199804,
3,O21,-,191819,
3,O22,-,213625,
3,O23,-,267453,
3,O24,-,447322,
3,P01,-,359561,
3,P02,-,298072,
3,P03,-,247882,
3,P04,-,262919,
3,P05,-,368619,
3,P06,-,299515,
3,P07,-,298093,
3,P08,-,333994,
3,P09,-,277813,
3,P10,-,252193,
3,P11,-,328857,
3,P12,-,440253,
3,P13,-,329554,
3,P14,-,189817,
3,P15,-,305253,
3,P16,-,235915,
3,P17,-,438748,
3,P18,-,324991,
3,P19,-,310257,
3,P20,-,304104,
3,P21,-,274807,
3,P22,-,311936,
3,P23,-,266344,
3,P24,-,415569,

,,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Sample,Signal,
4,A01,-,472429,
4,A02,-,343573,
4,A03,-,418530,
4,A04,-,361352,
4,A05,-,358078,
4,A06,-,373163,
4,A07,-,366477,
4,A08,-,284962,
4,A09,-,284078,
4,A10,-,374810,
4,A11,-,386864,
4,A12,-,482535,
4,A13,-,370938,
4,A14,-,363185,
4,A15,-,362830,
4,A16,-,282438,
4,A17,-,354680,
4,A18,-,356039,
4,A19,-,400053,
4,A20,-,346204,
4,A21,-,355922,
4,A22,-,327822,
4,A23,-,351386,
4,A24,-,374325,
4,B01,-,274903,
4,B02,-,217903,
4,B03,-,294111,
4,B04,-,161133,
4,B05,-,166299,
4,B06,-,207256,
4,B07,-,61207,
4,B08,-,208207,
4,B09,-,154239,
4,B10,-,157842,
4,B11,-,93081,
4,B12,-,117385,
4,B13,-,173041,
4,B14,-,223415,
4,B15,-,128591,
4,B16,-,166157,
4,B17,-,168365,
4,B18,-,107388,
4,B19,-,122008,
4,B20,-,156703,
4,B21,-,203069,
4,B22,-,106725,
4,B23,-,252931,
4,B24,-,284232,
4,C01,-,387330,
4,C02,-,313822,
4,C03,-,330512,
4,C04,-,295488,
4,C05,-,296484,
4,C06,-,297563,
4,C07,-,315009,
4,C08,-,281179,
4,C09,-,225923,
4,C10,-,292953,
4,C11,-,236747,
4,C12,-,240577,
4,C13,-,203472,
4,C14,-,202162,
4,C15,-,183258,
4,C16,-,192764,
4,C17,-,257842,
4,C18,-,236248,
4,C19,-,193486,
4,C20,-,209696,
4,C21,-,198748,
4,C22,-,216016,
4,C23,-,272369,
4,C24,-,339056,
4,D01,-,305929,
4,D02,-,225166,
4,D03,-,214740,
4,D04,-,154607,
4,D05,-,97873,
4,D06,-,162753,
4,D07,-,144503,
4,D08,-,54940,
4,D09,-,124533,
4,D10,-,144217,
4,D11,-,158593,
4,D12,-,132152,
4,D13,-,156217,
4,D14,-,102385,
4,D15,-,230116,
4,D16,-,51511,
4,D17,-,58294,
4,D18,-,146416,
4,D19,-,146608,
4,D20,-,82443,
4,D21,-,147276,
4,D22,-,89179,
4,D23,-,165607,
